"","SPECIES","LON","LAT","KG","DEPTH"
"5957","DPS",14.24,36.92,224,-136
"5958","HKE",14.24,36.92,58,-136
"5960","DPS",14.25,36.92,258,-118
"5961","HKE",14.25,36.92,67,-118
"5963","DPS",14.27,36.92,497,-100
"5965","MUT",14.27,36.92,67,-100
"5966","DPS",14.29,36.92,550,-88
"5967","HKE",14.29,36.92,59,-88
"5968","MUT",14.29,36.92,58,-88
"5969","DPS",14.3,36.92,175,-62
"5982","ARA",15.24,36.92,169,-301
"5983","ARS",15.24,36.92,117,-301
"5984","DPS",15.24,36.92,200,-301
"5985","HKE",15.24,36.92,65,-301
"5986","ARA",15.25,36.92,393,-464
"5987","ARS",15.25,36.92,398,-464
"5988","DPS",15.25,36.92,943,-464
"5989","HKE",15.25,36.92,175,-464
"5990","ARA",15.27,36.92,185,-587
"5991","ARS",15.27,36.92,277,-587
"5992","DPS",15.27,36.92,328,-587
"5993","HKE",15.27,36.92,136,-587
"5994","ARA",15.29,36.92,90,-703
"5996","DPS",15.29,36.92,833,-703
"5998","ARS",15.3,36.92,320,-777
"5999","DPS",15.3,36.92,98,-777
"6002","ARS",12.05,36.93,358,-656
"6003","DPS",12.05,36.93,334,-656
"6006","ARS",12.07,36.93,434,-664
"6007","DPS",12.07,36.93,277,-664
"6011","ARS",12.08,36.93,264,-669
"6012","DPS",12.08,36.93,133,-669
"6015","ARS",12.1,36.93,321,-667
"6016","DPS",12.1,36.93,168,-667
"6017","HKE",12.1,36.93,85,-667
"6018","ARS",12.12,36.93,143,-659
"6019","DPS",12.12,36.93,110,-659
"6020","HKE",12.12,36.93,70,-659
"6022","ARS",12.14,36.93,325,-643
"6023","DPS",12.14,36.93,832,-643
"6024","HKE",12.14,36.93,300,-643
"6028","ARS",12.17,36.93,60,-487
"6029","DPS",12.17,36.93,100,-487
"6032","HKE",12.22,36.93,150,-262
"6037","ARS",12.56,36.93,96,-118
"6041","DPS",12.59,36.93,200,-123
"6042","HKE",12.59,36.93,70,-123
"6043","DPS",12.63,36.93,200,-218
"6045","DPS",12.66,36.93,100,-252
"6048","DPS",12.69,36.93,60,-266
"6050","ARS",12.71,36.93,52,-399
"6051","DPS",12.71,36.93,85,-399
"6054","DPS",12.73,36.93,176,-421
"6057","ARS",12.76,36.93,105,-298
"6058","DPS",12.76,36.93,358,-298
"6059","HKE",12.76,36.93,80,-298
"6061","DPS",12.8,36.93,260,-123
"6089","ARS",13.1,36.93,74,-552
"6090","DPS",13.1,36.93,110,-552
"6092","ARS",13.34,36.93,80,-574
"6095","ARS",13.8,36.93,54,-581
"6096","DPS",13.8,36.93,108,-581
"6101","ARS",13.83,36.93,55,-604
"6102","DPS",13.83,36.93,200,-604
"6103","HKE",13.83,36.93,77,-604
"6105","ARS",13.85,36.93,217,-629
"6106","DPS",13.85,36.93,546,-629
"6107","HKE",13.85,36.93,225,-629
"6109","ARS",13.86,36.93,338,-622
"6110","DPS",13.86,36.93,794,-622
"6111","HKE",13.86,36.93,229,-622
"6112","ARS",13.88,36.93,82,-595
"6113","DPS",13.88,36.93,857,-595
"6114","HKE",13.88,36.93,130,-595
"6115","ARS",13.9,36.93,66,-552
"6116","DPS",13.9,36.93,816,-552
"6117","HKE",13.9,36.93,115,-552
"6118","ARS",13.91,36.93,54,-511
"6120","HKE",13.91,36.93,177,-511
"6121","ARS",13.93,36.93,73,-480
"6122","DPS",13.93,36.93,640,-480
"6123","HKE",13.93,36.93,105,-480
"6125","DPS",13.95,36.93,814,-455
"6126","HKE",13.95,36.93,103,-455
"6131","DPS",13.97,36.93,359,-433
"6132","HKE",13.97,36.93,67,-433
"6135","DPS",13.98,36.93,294,-413
"6136","HKE",13.98,36.93,52,-413
"6139","DPS",14,36.93,215,-399
"6144","DPS",14.02,36.93,210,-390
"6145","HKE",14.02,36.93,59,-390
"6148","DPS",14.03,36.93,110,-385
"6157","DPS",14.15,36.93,70,-199
"6162","DPS",14.22,36.93,361,-126
"6163","HKE",14.22,36.93,126,-126
"6164","MUT",14.22,36.93,70,-126
"6165","DPS",14.24,36.93,490,-105
"6166","HKE",14.24,36.93,93,-105
"6167","MUT",14.24,36.93,81,-105
"6168","DPS",14.25,36.93,185,-84
"6171","DPS",14.27,36.93,273,-64
"6186","ARS",15.25,36.93,150,-331
"6187","DPS",15.25,36.93,70,-331
"6189","ARA",15.27,36.93,250,-427
"6190","ARS",15.27,36.93,207,-427
"6192","HKE",15.27,36.93,233,-427
"6193","ARA",15.29,36.93,110,-481
"6198","ARS",12.05,36.94,162,-656
"6199","DPS",12.05,36.94,180,-656
"6200","HKE",12.05,36.94,70,-656
"6202","ARS",12.07,36.94,150,-664
"6203","DPS",12.07,36.94,60,-664
"6207","ARS",12.15,36.94,145,-591
"6210","DPS",12.2,36.94,200,-308
"6211","HKE",12.2,36.94,100,-308
"6212","DPS",12.49,36.94,300,-166
"6215","DPS",12.8,36.94,164,-123
"6236","DPS",13.78,36.94,112,-598
"6238","ARS",13.8,36.94,179,-581
"6239","DPS",13.8,36.94,395,-581
"6240","HKE",13.8,36.94,110,-581
"6242","ARS",13.81,36.94,118,-581
"6243","DPS",13.81,36.94,350,-581
"6244","HKE",13.81,36.94,115,-581
"6246","ARS",13.83,36.94,138,-604
"6247","DPS",13.83,36.94,265,-604
"6250","ARS",13.85,36.94,57,-629
"6251","DPS",13.85,36.94,375,-629
"6252","HKE",13.85,36.94,78,-629
"6253","ARS",13.86,36.94,181,-622
"6254","DPS",13.86,36.94,932,-622
"6255","HKE",13.86,36.94,240,-622
"6257","ARS",13.88,36.94,56,-595
"6258","DPS",13.88,36.94,971,-595
"6259","HKE",13.88,36.94,160,-595
"6261","DPS",13.9,36.94,184,-552
"6264","DPS",13.91,36.94,198,-511
"6271","DPS",13.95,36.94,225,-455
"6275","DPS",13.97,36.94,95,-433
"6277","DPS",13.98,36.94,70,-413
"6280","DPS",14,36.94,60,-399
"6291","DPS",14.1,36.94,82,-327
"6303","HKE",14.2,36.94,61,-142
"6306","DPS",14.22,36.94,471,-126
"6307","HKE",14.22,36.94,118,-126
"6308","MUT",14.22,36.94,80,-126
"6309","DPS",14.24,36.94,472,-105
"6310","HKE",14.24,36.94,78,-105
"6311","MUT",14.24,36.94,71,-105
"6313","DPS",14.25,36.94,270,-84
"6314","HKE",14.25,36.94,140,-84
"6317","DPS",14.27,36.94,177,-64
"6331","DPS",15.27,36.94,100,-427
"6335","ARS",12.05,36.95,201,-524
"6338","ARS",12.07,36.95,98,-533
"6339","DPS",12.07,36.95,88,-533
"6341","ARS",12.08,36.95,356,-539
"6342","DPS",12.08,36.95,166,-539
"6344","ARS",12.1,36.95,52,-520
"6348","ARS",12.12,36.95,242,-482
"6349","DPS",12.12,36.95,232,-482
"6351","ARA",12.14,36.95,75,-447
"6352","ARS",12.14,36.95,505,-447
"6353","DPS",12.14,36.95,474,-447
"6357","ARS",12.19,36.95,60,-297
"6358","DPS",12.19,36.95,125,-297
"6360","DPS",12.63,36.95,65,-210
"6362","DPS",12.66,36.95,100,-207
"6363","DPS",12.73,36.95,170,-397
"6367","DPS",12.75,36.95,135,-379
"6370","DPS",12.76,36.95,321,-305
"6371","HKE",12.76,36.95,55,-305
"6373","DPS",12.81,36.95,150,-68
"6385","DPS",13.07,36.95,72,-419
"6392","ARS",13.12,36.95,117,-530
"6393","DPS",13.12,36.95,133,-530
"6396","ARS",13.14,36.95,55,-654
"6397","DPS",13.14,36.95,100,-654
"6398","NEP",13.14,36.95,52,-654
"6400","DPS",13.3,36.95,60,-611
"6408","NEP",13.71,36.95,160,-619
"6410","DPS",13.75,36.95,110,-595
"6413","ARS",13.76,36.95,71,-574
"6414","DPS",13.76,36.95,230,-574
"6415","HKE",13.76,36.95,70,-574
"6416","ARS",13.78,36.95,71,-552
"6417","DPS",13.78,36.95,211,-552
"6418","HKE",13.78,36.95,120,-552
"6421","DPS",13.8,36.95,130,-521
"6424","DPS",13.81,36.95,411,-508
"6425","HKE",13.81,36.95,70,-508
"6427","DPS",13.83,36.95,190,-531
"6430","DPS",13.85,36.95,430,-561
"6431","HKE",13.85,36.95,170,-561
"6434","DPS",13.86,36.95,745,-537
"6435","HKE",13.86,36.95,175,-537
"6438","DPS",13.88,36.95,500,-506
"6439","HKE",13.88,36.95,142,-506
"6443","DPS",13.9,36.95,105,-453
"6448","DPS",13.91,36.95,235,-404
"6449","HKE",13.91,36.95,61,-404
"6452","DPS",13.93,36.95,217,-363
"6453","HKE",13.93,36.95,74,-363
"6456","DPS",13.95,36.95,236,-318
"6457","HKE",13.95,36.95,51,-318
"6458","DPS",13.97,36.95,372,-295
"6459","HKE",13.97,36.95,104,-295
"6462","DPS",13.98,36.95,130,-269
"6465","DPS",14,36.95,364,-278
"6466","HKE",14,36.95,68,-278
"6468","DPS",14.02,36.95,85,-287
"6473","DPS",14.05,36.95,206,-295
"6476","HKE",14.07,36.95,70,-284
"6478","DPS",14.08,36.95,63,-263
"6480","DPS",14.1,36.95,80,-244
"6483","DPS",14.12,36.95,250,-214
"6484","HKE",14.12,36.95,52,-214
"6489","DPS",14.15,36.95,170,-162
"6492","DPS",14.17,36.95,168,-139
"6493","HKE",14.17,36.95,69,-139
"6495","DPS",14.2,36.95,165,-101
"6498","DPS",14.22,36.95,310,-94
"6499","HKE",14.22,36.95,83,-94
"6500","MUT",14.22,36.95,75,-94
"6501","DPS",14.24,36.95,495,-72
"6502","HKE",14.24,36.95,300,-72
"6503","MUT",14.24,36.95,426,-72
"6504","DPS",14.25,36.95,315,-51
"6505","HKE",14.25,36.95,55,-51
"6522","ARS",12.14,36.96,56,-321
"6525","DPS",12.64,36.96,85,-187
"6527","DPS",12.68,36.96,250,-213
"6530","DPS",12.69,36.96,100,-213
"6533","DPS",12.76,36.96,80,-338
"6535","ARS",12.8,36.96,140,-187
"6536","DPS",12.8,36.96,200,-187
"6547","ARS",13.12,36.96,74,-499
"6552","ARS",13.73,36.96,67,-542
"6553","DPS",13.73,36.96,175,-542
"6554","HKE",13.73,36.96,90,-542
"6556","DPS",13.76,36.96,115,-503
"6557","HKE",13.76,36.96,60,-503
"6569","DPS",13.85,36.96,259,-419
"6570","HKE",13.85,36.96,85,-419
"6572","DPS",13.86,36.96,393,-395
"6573","HKE",13.86,36.96,84,-395
"6574","DPS",13.88,36.96,59,-359
"6578","DPS",13.9,36.96,156,-330
"6581","DPS",13.91,36.96,121,-301
"6585","DPS",13.93,36.96,240,-269
"6587","DPS",13.95,36.96,230,-233
"6589","DPS",13.97,36.96,315,-202
"6592","DPS",13.98,36.96,292,-183
"6593","HKE",13.98,36.96,62,-183
"6596","DPS",14,36.96,307,-187
"6597","HKE",14,36.96,80,-187
"6599","DPS",14.02,36.96,197,-198
"6602","DPS",14.03,36.96,89,-205
"6605","DPS",14.05,36.96,105,-204
"6609","DPS",14.07,36.96,187,-197
"6613","DPS",14.08,36.96,90,-188
"6616","DPS",14.1,36.96,80,-177
"6617","HKE",14.1,36.96,70,-177
"6622","DPS",14.14,36.96,167,-148
"6623","HKE",14.14,36.96,120,-148
"6625","DPS",14.15,36.96,110,-126
"6628","DPS",14.17,36.96,81,-96
"6631","DPS",14.19,36.96,55,-76
"6659","ARS",12.03,36.97,142,-392
"6660","DPS",12.03,36.97,264,-392
"6661","HKE",12.03,36.97,150,-392
"6663","ARS",12.05,36.97,120,-380
"6664","DPS",12.05,36.97,95,-380
"6665","HKE",12.05,36.97,80,-380
"6670","DPS",12.44,36.97,160,-128
"6671","HKE",12.44,36.97,155,-128
"6673","DPS",12.64,36.97,70,-187
"6674","DPS",12.66,36.97,100,-212
"6676","DPS",12.69,36.97,250,-213
"6679","DPS",12.71,36.97,71,-304
"6684","DPS",12.78,36.97,306,-275
"6686","NEP",12.78,36.97,102,-275
"6687","DPS",12.8,36.97,130,-187
"6689","DPS",12.81,36.97,90,-112
"6695","DPS",12.93,36.97,375,-51
"6696","DPS",12.95,36.97,325,-69
"6702","ARS",13,36.97,165,-238
"6703","DPS",13,36.97,130,-238
"6705","DPS",13.03,36.97,92,-351
"6706","HKE",13.03,36.97,125,-351
"6708","DPS",13.05,36.97,130,-367
"6716","ARS",13.12,36.97,60,-499
"6733","DPS",13.68,36.97,60,-595
"6735","ARS",13.69,36.97,65,-595
"6736","DPS",13.69,36.97,130,-595
"6737","HKE",13.69,36.97,55,-595
"6739","DPS",13.71,36.97,118,-558
"6742","DPS",13.73,36.97,70,-542
"6745","DPS",13.75,36.97,299,-527
"6748","DPS",13.76,36.97,85,-503
"6753","DPS",13.81,36.97,55,-417
"6755","DPS",13.83,36.97,75,-418
"6758","DPS",13.85,36.97,164,-419
"6763","DPS",13.86,36.97,235,-395
"6764","HKE",13.86,36.97,66,-395
"6768","DPS",13.88,36.97,460,-359
"6769","HKE",13.88,36.97,80,-359
"6773","DPS",13.9,36.97,680,-330
"6774","HKE",13.9,36.97,153,-330
"6776","DPS",13.91,36.97,663,-301
"6777","HKE",13.91,36.97,174,-301
"6778","MUT",13.91,36.97,143,-301
"6780","HKE",13.93,36.97,417,-269
"6781","MUT",13.93,36.97,300,-269
"6783","DPS",13.95,36.97,613,-233
"6784","HKE",13.95,36.97,122,-233
"6787","DPS",13.97,36.97,565,-202
"6788","HKE",13.97,36.97,145,-202
"6790","DPS",13.98,36.97,338,-183
"6791","HKE",13.98,36.97,113,-183
"6793","DPS",14,36.97,210,-187
"6794","HKE",14,36.97,113,-187
"6797","DPS",14.02,36.97,161,-198
"6798","HKE",14.02,36.97,59,-198
"6800","DPS",14.03,36.97,90,-205
"6801","HKE",14.03,36.97,108,-205
"6806","DPS",14.07,36.97,145,-197
"6808","DPS",14.08,36.97,126,-188
"6809","HKE",14.08,36.97,145,-188
"6811","DPS",14.1,36.97,480,-177
"6812","HKE",14.1,36.97,141,-177
"6814","DPS",14.12,36.97,170,-165
"6816","DPS",14.14,36.97,65,-148
"6819","DPS",14.15,36.97,90,-126
"6821","DPS",14.17,36.97,196,-96
"6824","DPS",14.19,36.97,159,-76
"6858","DPS",12.2,36.98,100,-181
"6866","DPS",12.68,36.98,648,-258
"6867","HKE",12.68,36.98,60,-258
"6870","DPS",12.69,36.98,570,-258
"6871","HKE",12.69,36.98,65,-258
"6873","DPS",12.71,36.98,245,-241
"6875","DPS",12.73,36.98,251,-293
"6882","ARS",12.78,36.98,68,-362
"6883","DPS",12.78,36.98,358,-362
"6886","DPS",12.8,36.98,125,-259
"6889","DPS",12.81,36.98,880,-163
"6890","HKE",12.81,36.98,60,-163
"6892","ARS",12.83,36.98,70,-119
"6893","DPS",12.83,36.98,222,-119
"6897","DPS",12.93,36.98,150,-72
"6898","ARS",12.98,36.98,110,-194
"6899","DPS",12.98,36.98,130,-194
"6900","DPS",13,36.98,483,-254
"6904","DPS",13.03,36.98,166,-333
"6910","DPS",13.07,36.98,315,-343
"6914","DPS",13.08,36.98,122,-361
"6918","DPS",13.1,36.98,121,-375
"6919","HKE",13.1,36.98,78,-375
"6920","ARS",13.12,36.98,135,-502
"6921","DPS",13.12,36.98,114,-502
"6924","DPS",13.25,36.98,114,-710
"6933","ARS",13.61,36.98,55,-573
"6940","DPS",13.64,36.98,80,-575
"6945","ARS",13.68,36.98,70,-538
"6946","DPS",13.68,36.98,196,-538
"6947","HKE",13.68,36.98,60,-538
"6948","ARS",13.69,36.98,53,-538
"6949","DPS",13.69,36.98,205,-538
"6954","DPS",13.73,36.98,90,-449
"6956","DPS",13.75,36.98,70,-434
"6958","DPS",13.76,36.98,60,-405
"6960","DPS",13.78,36.98,193,-378
"6962","DPS",13.8,36.98,150,-338
"6965","DPS",13.81,36.98,315,-306
"6966","HKE",13.81,36.98,54,-306
"6968","DPS",13.83,36.98,245,-293
"6973","DPS",13.85,36.98,319,-276
"6974","HKE",13.85,36.98,72,-276
"6977","DPS",13.86,36.98,280,-249
"6978","HKE",13.86,36.98,93,-249
"6981","DPS",13.88,36.98,764,-210
"6982","HKE",13.88,36.98,134,-210
"6985","DPS",13.9,36.98,716,-214
"6986","HKE",13.9,36.98,155,-214
"6989","DPS",13.91,36.98,920,-211
"6990","HKE",13.91,36.98,351,-211
"6991","MUT",13.91,36.98,142,-211
"6993","DPS",13.93,36.98,638,-192
"6994","HKE",13.93,36.98,219,-192
"6995","MUT",13.93,36.98,84,-192
"6996","DPS",13.95,36.98,574,-171
"6997","HKE",13.95,36.98,308,-171
"6999","DPS",13.97,36.98,514,-138
"7000","HKE",13.97,36.98,224,-138
"7001","MUT",13.97,36.98,61,-138
"7003","DPS",13.98,36.98,588,-120
"7004","HKE",13.98,36.98,184,-120
"7005","MUT",13.98,36.98,65,-120
"7006","DPS",14,36.98,704,-120
"7007","HKE",14,36.98,270,-120
"7009","DPS",14.02,36.98,367,-128
"7010","HKE",14.02,36.98,88,-128
"7013","DPS",14.03,36.98,299,-129
"7014","HKE",14.03,36.98,115,-129
"7017","DPS",14.05,36.98,397,-123
"7018","HKE",14.05,36.98,108,-123
"7020","DPS",14.07,36.98,195,-116
"7021","HKE",14.07,36.98,58,-116
"7022","DPS",14.08,36.98,195,-120
"7025","DPS",14.1,36.98,285,-114
"7028","DPS",14.12,36.98,113,-119
"7031","DPS",14.14,36.98,116,-102
"7033","MUT",14.14,36.98,78,-102
"7034","DPS",14.15,36.98,510,-92
"7058","DPS",12.68,36.99,70,-258
"7060","DPS",12.71,36.99,130,-241
"7063","DPS",12.73,36.99,660,-293
"7066","DPS",12.8,36.99,230,-259
"7067","ARS",12.81,36.99,60,-163
"7068","DPS",12.81,36.99,245,-163
"7071","DPS",12.83,36.99,200,-119
"7091","ARS",13.59,36.99,170,-583
"7092","DPS",13.59,36.99,245,-583
"7093","HKE",13.59,36.99,130,-583
"7095","ARS",13.61,36.99,173,-573
"7096","DPS",13.61,36.99,265,-573
"7097","HKE",13.61,36.99,104,-573
"7099","ARS",13.63,36.99,90,-575
"7100","DPS",13.63,36.99,155,-575
"7101","HKE",13.63,36.99,75,-575
"7103","ARS",13.64,36.99,85,-575
"7104","DPS",13.64,36.99,175,-575
"7105","HKE",13.64,36.99,52,-575
"7106","ARS",13.66,36.99,113,-559
"7107","DPS",13.66,36.99,157,-559
"7108","HKE",13.66,36.99,60,-559
"7109","ARS",13.68,36.99,58,-538
"7110","DPS",13.68,36.99,242,-538
"7113","DPS",13.69,36.99,295,-538
"7117","DPS",13.71,36.99,108,-475
"7119","DPS",13.75,36.99,80,-434
"7121","DPS",13.78,36.99,180,-378
"7124","DPS",13.8,36.99,225,-338
"7127","DPS",13.81,36.99,180,-306
"7131","DPS",13.83,36.99,125,-293
"7134","DPS",13.85,36.99,320,-276
"7140","DPS",13.88,36.99,144,-210
"7141","HKE",13.88,36.99,69,-210
"7142","MUT",13.88,36.99,52,-210
"7144","DPS",13.9,36.99,155,-214
"7148","DPS",13.91,36.99,129,-211
"7149","HKE",13.91,36.99,72,-211
"7150","MUT",13.91,36.99,51,-211
"7151","DPS",13.93,36.99,84,-192
"7154","DPS",13.95,36.99,90,-171
"7157","DPS",13.97,36.99,167,-138
"7158","HKE",13.97,36.99,121,-138
"7160","DPS",13.98,36.99,250,-120
"7161","HKE",13.98,36.99,52,-120
"7163","DPS",14,36.99,327,-120
"7164","HKE",14,36.99,88,-120
"7166","DPS",14.02,36.99,111,-128
"7170","DPS",14.03,36.99,122,-129
"7173","DPS",14.05,36.99,55,-123
"7176","DPS",14.07,36.99,100,-116
"7178","MUT",14.07,36.99,78,-116
"7180","DPS",14.1,36.99,80,-114
"7182","DPS",14.12,36.99,130,-119
"7184","DPS",14.14,36.99,70,-102
"7187","DPS",14.15,36.99,75,-92
"7214","DPS",12.07,37,60,-188
"7218","DPS",12.15,37,60,-175
"7220","DPS",12.36,37,250,-120
"7221","HKE",12.36,37,150,-120
"7225","DPS",12.42,37,400,-123
"7226","HKE",12.42,37,100,-123
"7230","DPS",12.68,37,192,-253
"7232","DPS",12.69,37,780,-253
"7233","HKE",12.69,37,80,-253
"7236","DPS",12.71,37,554,-214
"7237","HKE",12.71,37,100,-214
"7239","DPS",12.73,37,70,-251
"7240","DPS",12.75,37,450,-309
"7246","ARS",12.8,37,54,-306
"7249","NEP",12.8,37,69,-306
"7250","ARS",12.81,37,645,-235
"7254","ARS",12.83,37,82,-186
"7255","DPS",12.83,37,242,-186
"7257","DPS",12.85,37,260,-147
"7263","DPS",12.91,37,425,-76
"7264","HKE",12.91,37,65,-76
"7269","DPS",12.97,37,475,-176
"7270","HKE",12.97,37,60,-176
"7271","NEP",12.97,37,70,-176
"7273","DPS",13,37,54,-242
"7277","DPS",13.03,37,215,-305
"7279","NEP",13.03,37,53,-305
"7280","ARA",13.05,37,65,-317
"7282","DPS",13.05,37,143,-317
"7286","DPS",13.07,37,185,-342
"7287","HKE",13.07,37,90,-342
"7288","NEP",13.07,37,102,-342
"7292","ARA",13.12,37,53,-477
"7294","DPS",13.12,37,56,-477
"7317","DPS",13.29,37,60,-517
"7321","ARS",13.58,37,80,-560
"7322","DPS",13.58,37,60,-560
"7324","ARS",13.59,37,80,-560
"7325","DPS",13.59,37,60,-560
"7326","ARS",13.61,37,151,-541
"7327","DPS",13.61,37,330,-541
"7328","HKE",13.61,37,140,-541
"7329","ARS",13.63,37,185,-539
"7330","DPS",13.63,37,521,-539
"7331","HKE",13.63,37,248,-539
"7333","ARS",13.64,37,129,-539
"7334","DPS",13.64,37,345,-539
"7335","HKE",13.64,37,137,-539
"7336","ARS",13.66,37,185,-504
"7337","DPS",13.66,37,535,-504
"7338","HKE",13.66,37,156,-504
"7339","ARS",13.68,37,124,-464
"7340","DPS",13.68,37,500,-464
"7341","HKE",13.68,37,135,-464
"7343","ARS",13.69,37,62,-464
"7344","DPS",13.69,37,190,-464
"7347","DPS",13.71,37,366,-366
"7348","HKE",13.71,37,89,-366
"7353","DPS",13.8,37,200,-234
"7355","DPS",13.81,37,185,-205
"7356","HKE",13.81,37,57,-205
"7358","DPS",13.83,37,65,-184
"7361","DPS",13.85,37,132,-164
"7362","HKE",13.85,37,62,-164
"7365","DPS",13.86,37,179,-148
"7366","HKE",13.86,37,79,-148
"7368","DPS",13.88,37,326,-136
"7369","HKE",13.88,37,252,-136
"7371","DPS",13.9,37,375,-136
"7372","HKE",13.9,37,144,-136
"7373","MUT",13.9,37,62,-136
"7375","DPS",13.91,37,446,-134
"7376","HKE",13.91,37,163,-134
"7377","MUT",13.91,37,70,-134
"7379","DPS",13.93,37,592,-122
"7380","HKE",13.93,37,176,-122
"7381","MUT",13.93,37,58,-122
"7382","DPS",13.95,37,559,-103
"7383","HKE",13.95,37,153,-103
"7384","MUT",13.95,37,86,-103
"7385","DPS",13.97,37,265,-84
"7386","HKE",13.97,37,85,-84
"7388","DPS",13.98,37,400,-73
"7389","HKE",13.98,37,105,-73
"7392","DPS",14,37,390,-69
"7393","HKE",14,37,137,-69
"7395","DPS",14.02,37,110,-72
"7399","DPS",14.03,37,202,-71
"7403","DPS",14.05,37,382,-65
"7405","MUT",14.05,37,90,-65
"7443","HKE",12.39,37.01,55,-119
"7446","HKE",12.63,37.01,345,-168
"7448","NEP",12.63,37.01,80,-168
"7450","DPS",12.68,37.01,590,-239
"7451","HKE",12.68,37.01,55,-239
"7453","DPS",12.69,37.01,140,-239
"7456","DPS",12.71,37.01,260,-196
"7461","DPS",12.76,37.01,620,-340
"7462","HKE",12.76,37.01,70,-340
"7464","DPS",12.81,37.01,461,-304
"7467","DPS",12.83,37.01,156,-282
"7468","DPS",12.85,37.01,232,-231
"7469","DPS",12.86,37.01,150,-204
"7470","DPS",12.91,37.01,135,-110
"7474","DPS",12.97,37.01,55,-232
"7477","DPS",13.03,37.01,85,-305
"7480","DPS",13.05,37.01,60,-322
"7484","DPS",13.07,37.01,160,-340
"7487","DPS",13.1,37.01,75,-400
"7491","DPS",13.12,37.01,124,-459
"7500","ARS",13.27,37.01,57,-504
"7501","DPS",13.27,37.01,80,-504
"7505","ARS",13.61,37.01,396,-495
"7506","DPS",13.61,37.01,714,-495
"7507","HKE",13.61,37.01,250,-495
"7508","ARS",13.63,37.01,119,-488
"7509","DPS",13.63,37.01,399,-488
"7510","HKE",13.63,37.01,84,-488
"7512","DPS",13.64,37.01,85,-488
"7517","DPS",13.68,37.01,114,-384
"7522","DPS",13.71,37.01,214,-256
"7528","DPS",13.75,37.01,160,-180
"7531","HKE",13.76,37.01,55,-174
"7532","DPS",13.78,37.01,90,-160
"7535","DPS",13.8,37.01,234,-147
"7538","DPS",13.81,37.01,120,-123
"7539","HKE",13.81,37.01,105,-123
"7541","DPS",13.83,37.01,62,-106
"7546","DPS",13.86,37.01,256,-87
"7547","HKE",13.86,37.01,75,-87
"7549","DPS",13.88,37.01,57,-91
"7550","HKE",13.88,37.01,100,-91
"7551","MUT",13.88,37.01,127,-91
"7552","DPS",13.9,37.01,231,-84
"7553","HKE",13.9,37.01,54,-84
"7555","DPS",13.91,37.01,125,-80
"7559","DPS",13.93,37.01,201,-69
"7562","DPS",13.95,37.01,312,-51
"7563","HKE",13.95,37.01,70,-51
"7564","MUT",13.95,37.01,87,-51
"7613","DPS",12.2,37.02,242,-144
"7614","HKE",12.2,37.02,289,-144
"7616","DPS",12.27,37.02,60,-143
"7617","HKE",12.27,37.02,180,-143
"7620","DPS",12.39,37.02,130,-119
"7622","DPS",12.41,37.02,230,-121
"7625","ARS",12.49,37.02,207,-115
"7626","DPS",12.49,37.02,685,-115
"7628","MUT",12.49,37.02,355,-115
"7629","NEP",12.49,37.02,171,-115
"7630","DPS",12.63,37.02,360,-168
"7631","HKE",12.63,37.02,130,-168
"7635","DPS",12.66,37.02,760,-241
"7636","HKE",12.66,37.02,80,-241
"7637","DPS",12.68,37.02,939,-239
"7638","HKE",12.68,37.02,100,-239
"7640","DPS",12.69,37.02,840,-239
"7641","HKE",12.69,37.02,90,-239
"7643","DPS",12.71,37.02,270,-196
"7644","HKE",12.71,37.02,60,-196
"7648","DPS",12.76,37.02,115,-340
"7651","ARS",12.78,37.02,337,-356
"7654","DPS",12.8,37.02,550,-344
"7656","DPS",12.81,37.02,230,-304
"7662","DPS",12.85,37.02,574,-231
"7664","NEP",12.85,37.02,69,-231
"7669","DPS",12.9,37.02,55,-130
"7674","DPS",12.97,37.02,90,-232
"7678","DPS",13,37.02,272,-237
"7681","DPS",13.02,37.02,208,-283
"7685","DPS",13.03,37.02,190,-305
"7693","DPS",13.08,37.02,85,-363
"7699","ARS",13.12,37.02,92,-459
"7700","DPS",13.12,37.02,65,-459
"7707","DPS",13.17,37.02,113,-727
"7712","ARS",13.22,37.02,100,-693
"7720","DPS",13.51,37.02,60,-612
"7721","ARS",13.59,37.02,66,-524
"7722","DPS",13.59,37.02,234,-524
"7724","ARS",13.61,37.02,553,-495
"7726","HKE",13.61,37.02,303,-495
"7727","ARS",13.63,37.02,140,-488
"7728","DPS",13.63,37.02,308,-488
"7729","HKE",13.63,37.02,54,-488
"7731","DPS",13.64,37.02,338,-488
"7732","HKE",13.64,37.02,65,-488
"7734","DPS",13.66,37.02,186,-439
"7736","MUT",13.66,37.02,67,-439
"7742","MUT",13.69,37.02,90,-384
"7743","DPS",13.71,37.02,70,-256
"7746","DPS",13.73,37.02,132,-216
"7750","DPS",13.78,37.02,60,-160
"7753","DPS",13.8,37.02,115,-147
"7755","DPS",13.81,37.02,70,-123
"7757","DPS",13.83,37.02,177,-106
"7758","HKE",13.83,37.02,59,-106
"7763","DPS",13.86,37.02,273,-87
"7764","HKE",13.86,37.02,85,-87
"7766","DPS",13.88,37.02,100,-91
"7769","DPS",13.9,37.02,204,-84
"7770","HKE",13.9,37.02,94,-84
"7771","MUT",13.9,37.02,100,-84
"7772","DPS",13.91,37.02,348,-80
"7773","HKE",13.91,37.02,91,-80
